100
0,1,3
0,2,10
0,3,9
0,4,1
0,5,1
0,6,4
0,7,6
0,8,9
0,9,4
0,10,5
0,11,7
0,12,3
0,13,5
0,14,10
0,15,1
0,16,8
0,17,0
0,18,0
0,19,5
0,20,8
0,21,9
0,22,2
0,23,5
0,24,10
0,25,1
0,26,0
0,27,6
0,28,6
0,29,9
0,30,6
0,31,5
0,32,8
0,33,0
0,34,7
0,35,4
0,36,7
0,37,2
0,38,10
0,39,3
0,40,7
0,41,3
0,42,9
0,43,5
0,44,3
0,45,0
0,46,10
0,47,6
0,48,9
0,49,5
0,50,2
0,51,10
0,52,7
0,53,0
0,54,9
0,55,3
0,56,6
0,57,5
0,58,2
0,59,5
0,60,7
0,61,9
0,62,2
0,63,2
0,64,10
0,65,10
0,66,3
0,67,0
0,68,2
0,69,7
0,70,0
0,71,8
0,72,0
0,73,1
0,74,7
0,75,10
0,76,9
0,77,5
0,78,9
0,79,8
0,80,8
0,81,3
0,82,1
0,83,10
0,84,4
0,85,5
0,86,8
0,87,4
0,88,5
0,89,7
0,90,3
0,91,8
0,92,7
0,93,6
0,94,9
0,95,3
0,96,10
0,97,1
0,98,3
0,99,7
1,2,6
1,3,2
1,4,8
1,5,8
1,6,2
1,7,4
1,8,6
1,9,1
1,10,5
1,11,10
1,12,10
1,13,2
1,14,0
1,15,8
1,16,4
1,17,0
1,18,7
1,19,6
1,20,2
1,21,7
1,22,0
1,23,10
1,24,8
1,25,2
1,26,4
1,27,6
1,28,0
1,29,8
1,30,4
1,31,5
1,32,3
1,33,7
1,34,7
1,35,8
1,36,9
1,37,1
1,38,4
1,39,10
1,40,2
1,41,0
1,42,6
1,43,10
1,44,8
1,45,7
1,46,0
1,47,9
1,48,10
1,49,8
1,50,8
1,51,0
1,52,8
1,53,3
1,54,4
1,55,1
1,56,4
1,57,9
1,58,7
1,59,8
1,60,7
1,61,2
1,62,6
1,63,6
1,64,8
1,65,9
1,66,9
1,67,10
1,68,8
1,69,8
1,70,2
1,71,1
1,72,5
1,73,0
1,74,5
1,75,7
1,76,5
1,77,0
1,78,9
1,79,1
1,80,8
1,81,1
1,82,5
1,83,3
1,84,1
1,85,0
1,86,4
1,87,4
1,88,6
1,89,5
1,90,1
1,91,8
1,92,10
1,93,3
1,94,9
1,95,3
1,96,2
1,97,7
1,98,7
1,99,4
2,3,3
2,4,10
2,5,2
2,6,8
2,7,2
2,8,7
2,9,9
2,10,7
2,11,7
2,12,6
2,13,4
2,14,4
2,15,3
2,16,4
2,17,7
2,18,9
2,19,9
2,20,1
2,21,0
2,22,4
2,23,10
2,24,3
2,25,1
2,26,8
2,27,9
2,28,8
2,29,8
2,30,5
2,31,10
2,32,9
2,33,10
2,34,9
2,35,9
2,36,3
2,37,5
2,38,10
2,39,9
2,40,6
2,41,3
2,42,2
2,43,5
2,44,2
2,45,9
2,46,5
2,47,0
2,48,7
2,49,7
2,50,3
2,51,10
2,52,9
2,53,5
2,54,10
2,55,2
2,56,9
2,57,5
2,58,0
2,59,0
2,60,9
2,61,6
2,62,6
2,63,9
2,64,8
2,65,7
2,66,9
2,67,5
2,68,10
2,69,7
2,70,4
2,71,2
2,72,4
2,73,3
2,74,9
2,75,6
2,76,7
2,77,4
2,78,10
2,79,9
2,80,5
2,81,8
2,82,9
2,83,7
2,84,0
2,85,2
2,86,10
2,87,10
2,88,9
2,89,1
2,90,0
2,91,1
2,92,4
2,93,6
2,94,8
2,95,5
2,96,0
2,97,1
2,98,2
2,99,7
3,4,8
3,5,10
3,6,6
3,7,4
3,8,10
3,9,8
3,10,9
3,11,3
3,12,3
3,13,2
3,14,4
3,15,6
3,16,8
3,17,3
3,18,2
3,19,9
3,20,9
3,21,4
3,22,5
3,23,4
3,24,7
3,25,7
3,26,8
3,27,7
3,28,3
3,29,4
3,30,0
3,31,10
3,32,1
3,33,3
3,34,2
3,35,5
3,36,8
3,37,3
3,38,0
3,39,10
3,40,8
3,41,6
3,42,7
3,43,0
3,44,4
3,45,1
3,46,0
3,47,6
3,48,9
3,49,8
3,50,5
3,51,1
3,52,7
3,53,2
3,54,5
3,55,6
3,56,9
3,57,6
3,58,2
3,59,3
3,60,4
3,61,9
3,62,3
3,63,5
3,64,9
3,65,2
3,66,6
3,67,3
3,68,0
3,69,2
3,70,3
3,71,9
3,72,10
3,73,6
3,74,3
3,75,8
3,76,0
3,77,9
3,78,3
3,79,7
3,80,10
3,81,1
3,82,4
3,83,8
3,84,8
3,85,2
3,86,5
3,87,5
3,88,5
3,89,4
3,90,10
3,91,4
3,92,9
3,93,5
3,94,7
3,95,3
3,96,7
3,97,3
3,98,2
3,99,3
4,5,2
4,6,2
4,7,5
4,8,4
4,9,6
4,10,6
4,11,4
4,12,10
4,13,9
4,14,9
4,15,10
4,16,0
4,17,2
4,18,9
4,19,5
4,20,2
4,21,8
4,22,3
4,23,4
4,24,9
4,25,0
4,26,8
4,27,4
4,28,6
4,29,3
4,30,10
4,31,1
4,32,1
4,33,9
4,34,5
4,35,4
4,36,4
4,37,7
4,38,9
4,39,4
4,40,9
4,41,3
4,42,3
4,43,9
4,44,2
4,45,4
4,46,4
4,47,7
4,48,6
4,49,10
4,50,2
4,51,0
4,52,0
4,53,0
4,54,2
4,55,0
4,56,2
4,57,3
4,58,10
4,59,5
4,60,1
4,61,4
4,62,5
4,63,9
4,64,5
4,65,7
4,66,9
4,67,7
4,68,2
4,69,8
4,70,0
4,71,10
4,72,1
4,73,7
4,74,4
4,75,9
4,76,4
4,77,5
4,78,8
4,79,9
4,80,1
4,81,8
4,82,4
4,83,2
4,84,7
4,85,5
4,86,0
4,87,10
4,88,3
4,89,1
4,90,9
4,91,6
4,92,0
4,93,8
4,94,6
4,95,9
4,96,5
4,97,3
4,98,2
4,99,6
5,6,5
5,7,9
5,8,2
5,9,4
5,10,5
5,11,3
5,12,9
5,13,0
5,14,1
5,15,5
5,16,7
5,17,8
5,18,3
5,19,9
5,20,7
5,21,10
5,22,9
5,23,4
5,24,0
5,25,10
5,26,4
5,27,5
5,28,5
5,29,10
5,30,4
5,31,0
5,32,0
5,33,6
5,34,10
5,35,6
5,36,0
5,37,0
5,38,6
5,39,3
5,40,3
5,41,8
5,42,5
5,43,5
